"subject","block","event","position","condition","response","rt","accuracy","experiment","test","chance"
4378968,2,1,1,"predictable","pantherB",2934.6,1,3,"order memory",0.166666666666667
4378968,2,1,2,"predictable","rabbitB",2336.1,1,3,"order memory",0.166666666666667
4378968,2,1,3,"predictable","turkeyB",3758.6,0,3,"order memory",0.166666666666667
4378968,2,1,4,"predictable","kangarooB",674.5,0,3,"order memory",0.166666666666667
4378968,2,1,5,"predictable","elephantB",569.4,1,3,"order memory",0.166666666666667
4378968,2,1,6,"predictable","dolphinB",421.7,1,3,"order memory",0.166666666666667
4378968,3,2,1,"variable","chocolatemilkB",2324.4,1,3,"order memory",0.166666666666667
4378968,3,2,2,"variable","guavaB",1477.1,1,3,"order memory",0.166666666666667
4378968,3,2,3,"variable","watermelonB",1468.2,1,3,"order memory",0.166666666666667
4378968,3,2,4,"variable","soupB",889.9,1,3,"order memory",0.166666666666667
4378968,3,2,5,"variable","oliveoilB",681.3,1,3,"order memory",0.166666666666667
4378968,3,2,6,"variable","pieB",611.2,1,3,"order memory",0.166666666666667
4378968,3,4,1,"predictable","gooseB",2839.2,1,3,"order memory",0.166666666666667
4378968,3,4,2,"predictable","grasshopperB",1084.5,1,3,"order memory",0.166666666666667
4378968,3,4,3,"predictable","penguinB",1070.6,1,3,"order memory",0.166666666666667
4378968,3,4,4,"predictable","pandaB",1822.6,1,3,"order memory",0.166666666666667
4378968,3,4,5,"predictable","bearB",728.3,1,3,"order memory",0.166666666666667
4378968,3,4,6,"predictable","walrusB",389.8,1,3,"order memory",0.166666666666667
4378968,4,4,1,"variable","appleB",4327.6,1,3,"order memory",0.166666666666667
4378968,4,4,2,"variable","edamameB",2114.2,1,3,"order memory",0.166666666666667
4378968,4,4,3,"variable","cookedchickenB",1540,1,3,"order memory",0.166666666666667
4378968,4,4,4,"variable","bellpeppersB",2069,1,3,"order memory",0.166666666666667
4378968,4,4,5,"variable","croissantB",806.8,1,3,"order memory",0.166666666666667
4378968,4,4,6,"variable","lemonB",740.7,1,3,"order memory",0.166666666666667
4378968,4,2,1,"predictable","manateeB",3287.9,1,3,"order memory",0.166666666666667
4378968,4,2,2,"predictable","horseB",11774.5,0,3,"order memory",0.166666666666667
4378968,4,2,3,"predictable","gorillaB",3402,1,3,"order memory",0.166666666666667
4378968,4,2,4,"predictable","ladybugB",950.5,0,3,"order memory",0.166666666666667
4378968,4,2,5,"predictable","ostrichB",1367.1,0,3,"order memory",0.166666666666667
4378968,4,2,6,"predictable","ostrichB",1567.4,0,3,"order memory",0.166666666666667
4378968,5,1,1,"variable","strawberriesB",2064.6,1,3,"order memory",0.166666666666667
4378968,5,1,2,"variable","donutB",1245.1,1,3,"order memory",0.166666666666667
4378968,5,1,3,"variable","cantaloupeB",1828.5,1,3,"order memory",0.166666666666667
4378968,5,1,4,"variable","pineappleB",1516.1,1,3,"order memory",0.166666666666667
4378968,5,1,5,"variable","muffinB",887.3,1,3,"order memory",0.166666666666667
4378968,5,1,6,"variable","carrotsB",642.5,1,3,"order memory",0.166666666666667
4378968,5,3,1,"predictable","hedgehogB",2744.1,1,3,"order memory",0.166666666666667
4378968,5,3,2,"predictable","deerB",2768.3,1,3,"order memory",0.166666666666667
4378968,5,3,3,"predictable","redpandaB",2127.8,1,3,"order memory",0.166666666666667
4378968,5,3,4,"predictable","goldenretrieverB",1247.2,1,3,"order memory",0.166666666666667
4378968,5,3,5,"predictable","cuttlefishB",683.5,1,3,"order memory",0.166666666666667
4378968,5,3,6,"predictable","sharkB",679.4,1,3,"order memory",0.166666666666667
4378968,6,3,1,"predictable","eagleB",4135.5,1,3,"order memory",0.166666666666667
4378968,6,3,2,"predictable","beetleB",1262.9,1,3,"order memory",0.166666666666667
4378968,6,3,3,"predictable","pufferfishB",2637.6,1,3,"order memory",0.166666666666667
4378968,6,3,4,"predictable","vultureB",1592.3,1,3,"order memory",0.166666666666667
4378968,6,3,5,"predictable","frogB",643.7,1,3,"order memory",0.166666666666667
4378968,6,3,6,"predictable","octopusB",822.6,1,3,"order memory",0.166666666666667
4378968,6,4,1,"variable","ramenB",3964.5,1,3,"order memory",0.166666666666667
4378968,6,4,2,"variable","cabbageB",902.6,1,3,"order memory",0.166666666666667
4378968,6,4,3,"variable","peachesB",678.2,1,3,"order memory",0.166666666666667
4378968,6,4,4,"variable","peanutbutterB",887.9,1,3,"order memory",0.166666666666667
4378968,6,4,5,"variable","clamsB",1199,1,3,"order memory",0.166666666666667
4378968,6,4,6,"variable","granolaB",438.2,1,3,"order memory",0.166666666666667
4378968,7,1,1,"predictable","emuB",4121.7,1,3,"order memory",0.166666666666667
4378968,7,1,2,"predictable","stingrayB",1736.5,1,3,"order memory",0.166666666666667
4378968,7,1,3,"predictable","armadilloB",3995,1,3,"order memory",0.166666666666667
4378968,7,1,4,"predictable","bisonB",1123.7,0,3,"order memory",0.166666666666667
4378968,7,1,5,"predictable","canadiangooseB",741.9,0,3,"order memory",0.166666666666667
4378968,7,1,6,"predictable","lionB",516.2,1,3,"order memory",0.166666666666667
4378968,7,2,1,"variable","smoresB",2485.9,1,3,"order memory",0.166666666666667
4378968,7,2,2,"variable","butterB",821.1,1,3,"order memory",0.166666666666667
4378968,7,2,3,"variable","coffeeB",644.3,1,3,"order memory",0.166666666666667
4378968,7,2,4,"variable","potatochipsB",9999.8,0,3,"order memory",0.166666666666667
4378968,7,2,5,"variable","pizzaB",542.5,0,3,"order memory",0.166666666666667
4378968,7,2,6,"variable","cupnoodleB",580,1,3,"order memory",0.166666666666667
4378968,8,2,1,"predictable","owlB",2055.5,1,3,"order memory",0.166666666666667
4378968,8,2,2,"predictable","snakeB",1188.9,1,3,"order memory",0.166666666666667
4378968,8,2,3,"predictable","llamaB",7810.2,0,3,"order memory",0.166666666666667
4378968,8,2,4,"predictable","dragonflyB",708,1,3,"order memory",0.166666666666667
4378968,8,2,5,"predictable","koalaB",629.2,0,3,"order memory",0.166666666666667
4378968,8,2,6,"predictable","foxB",386.8,1,3,"order memory",0.166666666666667
4378968,8,1,1,"variable","hummusB",3857.1,1,3,"order memory",0.166666666666667
4378968,8,1,2,"variable","blackpepperB",958.1,1,3,"order memory",0.166666666666667
4378968,8,1,3,"variable","baconB",1558.2,1,3,"order memory",0.166666666666667
4378968,8,1,4,"variable","acornsquashB",646.1,0,3,"order memory",0.166666666666667
4378968,8,1,5,"variable","cherriesB",646.1,0,3,"order memory",0.166666666666667
4378968,8,1,6,"variable","gummybearsB",505.1,1,3,"order memory",0.166666666666667
4378964,1,2,1,"predictable","chickenA",5225.2,1,3,"order memory",0.166666666666667
4378964,1,2,2,"predictable","rabbitA",2437,1,3,"order memory",0.166666666666667
4378964,1,2,3,"predictable","tortoiseA",4336.2,1,3,"order memory",0.166666666666667
4378964,1,2,4,"predictable","chimpA",2789.4,1,3,"order memory",0.166666666666667
4378964,1,2,5,"predictable","redpandaA",2391.9,1,3,"order memory",0.166666666666667
4378964,1,2,6,"predictable","pangolinA",527,1,3,"order memory",0.166666666666667
4378964,1,1,1,"variable","porkA",2076.5,1,3,"order memory",0.166666666666667
4378964,1,1,2,"variable","grapesA",1483.5,1,3,"order memory",0.166666666666667
4378964,1,1,3,"variable","donutA",1098.2,1,3,"order memory",0.166666666666667
4378964,1,1,4,"variable","chocolateA",6233.1,1,3,"order memory",0.166666666666667
4378964,1,1,5,"variable","pieA",1114.6,0,3,"order memory",0.166666666666667
4378964,1,1,6,"variable","lemonA",432.7,0,3,"order memory",0.166666666666667
4378964,2,4,1,"predictable","gorillaA",2941.5,1,3,"order memory",0.166666666666667
4378964,2,4,2,"predictable","batA",1687.4,1,3,"order memory",0.166666666666667
4378964,2,4,3,"predictable","owlA",1639.9,1,3,"order memory",0.166666666666667
4378964,2,4,4,"predictable","squidA",4522.3,1,3,"order memory",0.166666666666667
4378964,2,4,5,"predictable","ladybugA",775,1,3,"order memory",0.166666666666667
4378964,2,4,6,"predictable","bettafishA",661.6,1,3,"order memory",0.166666666666667
4378964,2,3,1,"variable","tomatoA",2632.6,1,3,"order memory",0.166666666666667
4378964,2,3,2,"variable","hummusA",1120.3,1,3,"order memory",0.166666666666667
4378964,2,3,3,"variable","acaibowlA",3922.2,0,3,"order memory",0.166666666666667
4378964,2,3,4,"variable","ramenA",1437.5,0,3,"order memory",0.166666666666667
4378964,2,3,5,"variable","chocolatemilkA",659.2,0,3,"order memory",0.166666666666667
4378964,2,3,6,"variable","acornsquashA",622,1,3,"order memory",0.166666666666667
4378964,3,2,1,"predictable","stingrayA",4077.9,1,3,"order memory",0.166666666666667
4378964,3,2,2,"predictable","snailA",4249.6,0,3,"order memory",0.166666666666667
4378964,3,2,3,"predictable","mooseA",2645.3,1,3,"order memory",0.166666666666667
4378964,3,2,4,"predictable","kangarooA",582.8,0,3,"order memory",0.166666666666667
4378964,3,2,5,"predictable","cheetahA",1305.9,1,3,"order memory",0.166666666666667
4378964,3,2,6,"predictable","grasshopperA",546,1,3,"order memory",0.166666666666667
4378964,3,4,1,"variable","icecreamsandwichA",5374.9,1,3,"order memory",0.166666666666667
4378964,3,4,2,"variable","muffinA",1673.6,1,3,"order memory",0.166666666666667
4378964,3,4,3,"variable","tacoA",2876.5,1,3,"order memory",0.166666666666667
4378964,3,4,4,"variable","nachosA",1127.9,1,3,"order memory",0.166666666666667
4378964,3,4,5,"variable","saladA",757.7,1,3,"order memory",0.166666666666667
4378964,3,4,6,"variable","fortunecookieA",432.5,1,3,"order memory",0.166666666666667
4378964,4,3,1,"variable","cherriesA",3092.1,1,3,"order memory",0.166666666666667
4378964,4,3,2,"variable","riceA",12848.8,1,3,"order memory",0.166666666666667
4378964,4,3,3,"variable","pancakesA",2459.5,0,3,"order memory",0.166666666666667
4378964,4,3,4,"variable","raspberriesA",1341.7,0,3,"order memory",0.166666666666667
4378964,4,3,5,"variable","honeycombA",1378.8,0,3,"order memory",0.166666666666667
4378964,4,3,6,"variable","lycheeA",670.8,0,3,"order memory",0.166666666666667
4378964,4,1,1,"predictable","walrusA",5031.2,1,3,"order memory",0.166666666666667
4378964,4,1,2,"predictable","gooseA",4693.7,1,3,"order memory",0.166666666666667
4378964,4,1,3,"predictable","goatA",1434.5,1,3,"order memory",0.166666666666667
4378964,4,1,4,"predictable","ferretA",3109.6,1,3,"order memory",0.166666666666667
4378964,4,1,5,"predictable","rhinoA",724.7,1,3,"order memory",0.166666666666667
4378964,4,1,6,"predictable","hedgehogA",391,1,3,"order memory",0.166666666666667
4378964,5,4,1,"variable","bagelA",3204.4,1,3,"order memory",0.166666666666667
4378964,5,4,2,"variable","blackpepperA",4581.5,1,3,"order memory",0.166666666666667
4378964,5,4,3,"variable","guavaA",4013.1,0,3,"order memory",0.166666666666667
4378964,5,4,4,"variable","watermelonA",768.4,0,3,"order memory",0.166666666666667
4378964,5,4,5,"variable","sandwichA",367,0,3,"order memory",0.166666666666667
4378964,5,4,6,"variable","peanutbutterA",597.5,1,3,"order memory",0.166666666666667
4378964,5,3,1,"predictable","catA",1654.5,1,3,"order memory",0.166666666666667
4378964,5,3,2,"predictable","pantherA",3008.5,1,3,"order memory",0.166666666666667
4378964,5,3,3,"predictable","hermitcrabA",673.8,1,3,"order memory",0.166666666666667
4378964,5,3,4,"predictable","butterflyA",2743.8,1,3,"order memory",0.166666666666667
4378964,5,3,5,"predictable","snakeA",904.6,1,3,"order memory",0.166666666666667
4378964,5,3,6,"predictable","flamingoA",689.8,1,3,"order memory",0.166666666666667
4378964,6,1,1,"variable","potatochipsA",2561.2,1,3,"order memory",0.166666666666667
4378964,6,1,2,"variable","popcornA",784.1,1,3,"order memory",0.166666666666667
4378964,6,1,3,"variable","appleA",607.9,1,3,"order memory",0.166666666666667
4378964,6,1,4,"variable","soupA",6191.5,0,3,"order memory",0.166666666666667
4378964,6,1,5,"variable","coffeeA",621.1,0,3,"order memory",0.166666666666667
4378964,6,1,6,"variable","eggA",1056.6,1,3,"order memory",0.166666666666667
4378964,6,3,1,"predictable","ratA",2722.3,1,3,"order memory",0.166666666666667
4378964,6,3,2,"predictable","beetleA",1131.6,1,3,"order memory",0.166666666666667
4378964,6,3,3,"predictable","iguanaA",1362.7,1,3,"order memory",0.166666666666667
4378964,6,3,4,"predictable","bisonA",601.1,1,3,"order memory",0.166666666666667
4378964,6,3,5,"predictable","horseA",341.8,1,3,"order memory",0.166666666666667
4378964,6,3,6,"predictable","seahorseA",698,1,3,"order memory",0.166666666666667
4378964,7,1,1,"predictable","frogA",2338.4,1,3,"order memory",0.166666666666667
4378964,7,1,2,"predictable","sharkA",4231.1,1,3,"order memory",0.166666666666667
4378964,7,1,3,"predictable","hammerheadsharkA",950.8,1,3,"order memory",0.166666666666667
4378964,7,1,4,"predictable","cardinalA",1887.7,1,3,"order memory",0.166666666666667
4378964,7,1,5,"predictable","hummingbirdA",606.7,1,3,"order memory",0.166666666666667
4378964,7,1,6,"predictable","crocodileA",665.9,1,3,"order memory",0.166666666666667
4378964,7,2,1,"variable","dumplingsA",3986.5,1,3,"order memory",0.166666666666667
4378964,7,2,2,"variable","burritoA",1714.5,1,3,"order memory",0.166666666666667
4378964,7,2,3,"variable","brusselsproutsA",4783.6,1,3,"order memory",0.166666666666667
4378964,7,2,4,"variable","cornA",689.8,0,3,"order memory",0.166666666666667
4378964,7,2,5,"variable","carrotsA",412.4,0,3,"order memory",0.166666666666667
4378964,7,2,6,"variable","kiwiA",383.1,1,3,"order memory",0.166666666666667
4378964,8,4,1,"predictable","wolfA",8029.5,0,3,"order memory",0.166666666666667
4378964,8,4,2,"predictable","pandaA",1370.2,0,3,"order memory",0.166666666666667
4378964,8,4,3,"predictable","polarbearA",1359.7,1,3,"order memory",0.166666666666667
4378964,8,4,4,"predictable","tigerA",877.4,0,3,"order memory",0.166666666666667
4378964,8,4,5,"predictable","crabA",426.9,0,3,"order memory",0.166666666666667
4378964,8,4,6,"predictable","caterpillarA",437.9,0,3,"order memory",0.166666666666667
4378964,8,2,1,"variable","cinnamonA",11076.8,0,3,"order memory",0.166666666666667
4378964,8,2,2,"variable","smoresA",931.8,0,3,"order memory",0.166666666666667
4378964,8,2,3,"variable","butterA",917.7,1,3,"order memory",0.166666666666667
4378964,8,2,4,"variable","pomegranateA",801.2,1,3,"order memory",0.166666666666667
4378964,8,2,5,"variable","jalapenoA",690.1,0,3,"order memory",0.166666666666667
4378964,8,2,6,"variable","pretzelA",270.7,0,3,"order memory",0.166666666666667
4378948,1,3,1,"variable","iguanaB",3318.5,1,3,"order memory",0.166666666666667
4378948,1,3,2,"variable","ratB",3205,0,3,"order memory",0.166666666666667
4378948,1,3,3,"variable","ferretB",4483.5,0,3,"order memory",0.166666666666667
4378948,1,3,4,"variable","sharkB",3579.2,1,3,"order memory",0.166666666666667
4378948,1,3,5,"variable","seahorseB",970.4,1,3,"order memory",0.166666666666667
4378948,1,3,6,"variable","gorillaB",948.7,1,3,"order memory",0.166666666666667
4378948,1,1,1,"predictable","cakeB",4767.3,1,3,"order memory",0.166666666666667
4378948,1,1,2,"predictable","appleB",6015.1,1,3,"order memory",0.166666666666667
4378948,1,1,3,"predictable","popcornshrimpB",908,1,3,"order memory",0.166666666666667
4378948,1,1,4,"predictable","acaibowlB",857.2,0,3,"order memory",0.166666666666667
4378948,1,1,5,"predictable","coffeeB",1685,0,3,"order memory",0.166666666666667
4378948,1,1,6,"predictable","coconutB",778,1,3,"order memory",0.166666666666667
4378948,2,1,1,"predictable","muffinB",3299.2,1,3,"order memory",0.166666666666667
4378948,2,1,2,"predictable","cinnamonB",1024.5,1,3,"order memory",0.166666666666667
4378948,2,1,3,"predictable","cerealB",2977.4,1,3,"order memory",0.166666666666667
4378948,2,1,4,"predictable","cupnoodleB",1234.1,0,3,"order memory",0.166666666666667
4378948,2,1,5,"predictable","pomegranateB",794.9,0,3,"order memory",0.166666666666667
4378948,2,1,6,"predictable","chocolateB",2640,1,3,"order memory",0.166666666666667
4378948,2,2,1,"variable","whaleB",4109.4,1,3,"order memory",0.166666666666667
4378948,2,2,2,"variable","redpandaB",1190.6,1,3,"order memory",0.166666666666667
4378948,2,2,3,"variable","octopusB",4047.9,1,3,"order memory",0.166666666666667
4378948,2,2,4,"variable","armadilloB",967.9,1,3,"order memory",0.166666666666667
4378948,2,2,5,"variable","vultureB",701.5,0,3,"order memory",0.166666666666667
4378948,2,2,6,"variable","catB",943.7,0,3,"order memory",0.166666666666667
4378948,3,2,1,"predictable","cookiesB",4268.3,1,3,"order memory",0.166666666666667
4378948,3,2,2,"predictable","honeycombB",1646.6,1,3,"order memory",0.166666666666667
4378948,3,2,3,"predictable","ravioliB",1029.7,1,3,"order memory",0.166666666666667
4378948,3,2,4,"predictable","bellpeppersB",5820,0,3,"order memory",0.166666666666667
4378948,3,2,5,"predictable","bakedpotatoB",810.2,0,3,"order memory",0.166666666666667
4378948,3,2,6,"predictable","hotdogB",846.8,1,3,"order memory",0.166666666666667
4378948,3,1,1,"variable","hammerheadsharkB",1873,1,3,"order memory",0.166666666666667
4378948,3,1,2,"variable","wolfB",891.5,1,3,"order memory",0.166666666666667
4378948,3,1,3,"variable","deerB",1179.7,1,3,"order memory",0.166666666666667
4378948,3,1,4,"variable","toucanB",1795.7,1,3,"order memory",0.166666666666667
4378948,3,1,5,"variable","cardinalB",945.4,1,3,"order memory",0.166666666666667
4378948,3,1,6,"variable","flamingoB",984.9,1,3,"order memory",0.166666666666667
4378948,4,3,1,"predictable","baconB",3543.6,1,3,"order memory",0.166666666666667
4378948,4,3,2,"predictable","riceB",3442.9,1,3,"order memory",0.166666666666667
4378948,4,3,3,"predictable","potatochipsB",1197.9,1,3,"order memory",0.166666666666667
4378948,4,3,4,"predictable","tacoB",1883.7,1,3,"order memory",0.166666666666667
4378948,4,3,5,"predictable","edamameB",1024.6,1,3,"order memory",0.166666666666667
4378948,4,3,6,"predictable","cherriesB",925.7,1,3,"order memory",0.166666666666667
4378948,4,1,1,"variable","gooseB",3700.4,1,3,"order memory",0.166666666666667
4378948,4,1,2,"variable","goldenretrieverB",3369.2,1,3,"order memory",0.166666666666667
4378948,4,1,3,"variable","pantherB",1593.3,1,3,"order memory",0.166666666666667
4378948,4,1,4,"variable","hippoB",1072,1,3,"order memory",0.166666666666667
4378948,4,1,5,"variable","mooseB",1033.2,1,3,"order memory",0.166666666666667
4378948,4,1,6,"variable","hermitcrabB",1337,1,3,"order memory",0.166666666666667
4378948,5,4,1,"variable","crowB",5100.8,1,3,"order memory",0.166666666666667
4378948,5,4,2,"variable","emuB",4892.8,0,3,"order memory",0.166666666666667
4378948,5,4,3,"variable","squidB",3368.7,0,3,"order memory",0.166666666666667
4378948,5,4,4,"variable","boarB",1253,0,3,"order memory",0.166666666666667
4378948,5,4,5,"variable","foxB",1016.8,0,3,"order memory",0.166666666666667
4378948,5,4,6,"variable","pandaB",1304.6,1,3,"order memory",0.166666666666667
4378948,5,2,1,"predictable","fortunecookieB",7850.6,1,3,"order memory",0.166666666666667
4378948,5,2,2,"predictable","cheeseB",5794.8,0,3,"order memory",0.166666666666667
4378948,5,2,3,"predictable","beetB",1480.8,0,3,"order memory",0.166666666666667
4378948,5,2,4,"predictable","saladB",993.4,0,3,"order memory",0.166666666666667
4378948,5,2,5,"predictable","acornsquashB",817.8,0,3,"order memory",0.166666666666667
4378948,5,2,6,"predictable","starfruitB",721.7,1,3,"order memory",0.166666666666667
4378948,6,3,1,"variable","surgeonfishB",2868.9,1,3,"order memory",0.166666666666667
4378948,6,3,2,"variable","pelicanB",1182.5,1,3,"order memory",0.166666666666667
4378948,6,3,3,"variable","bearB",3045.5,1,3,"order memory",0.166666666666667
4378948,6,3,4,"variable","crabB",1252.8,1,3,"order memory",0.166666666666667
4378948,6,3,5,"variable","pugB",1744.9,1,3,"order memory",0.166666666666667
4378948,6,3,6,"variable","pigB",1235.3,1,3,"order memory",0.166666666666667
4378948,6,4,1,"predictable","chocolatemilkB",2667.8,1,3,"order memory",0.166666666666667
4378948,6,4,2,"predictable","carrotsB",1774.7,1,3,"order memory",0.166666666666667
4378948,6,4,3,"predictable","asparagusB",1383.2,1,3,"order memory",0.166666666666667
4378948,6,4,4,"predictable","lycheeB",871.9,1,3,"order memory",0.166666666666667
4378948,6,4,5,"predictable","burgerB",918.6,1,3,"order memory",0.166666666666667
4378948,6,4,6,"predictable","peanutbutterB",664.2,1,3,"order memory",0.166666666666667
4378948,7,4,1,"variable","bloodhoundB",4974.4,1,3,"order memory",0.166666666666667
4378948,7,4,2,"variable","rabbitB",1176.2,1,3,"order memory",0.166666666666667
4378948,7,4,3,"variable","bettafishB",5470.5,1,3,"order memory",0.166666666666667
4378948,7,4,4,"variable","hedgehogB",2182,0,3,"order memory",0.166666666666667
4378948,7,4,5,"variable","cowB",2561.7,1,3,"order memory",0.166666666666667
4378948,7,4,6,"variable","sheepB",682.7,0,3,"order memory",0.166666666666667
4378948,7,3,1,"predictable","eggB",3765.1,1,3,"order memory",0.166666666666667
4378948,7,3,2,"predictable","burritoB",1712.8,1,3,"order memory",0.166666666666667
4378948,7,3,3,"predictable","icecreamsandwichB",3336.1,1,3,"order memory",0.166666666666667
4378948,7,3,4,"predictable","pizzaB",2174.9,1,3,"order memory",0.166666666666667
4378948,7,3,5,"predictable","broccoliB",2417.7,1,3,"order memory",0.166666666666667
4378948,7,3,6,"predictable","milkB",833.2,1,3,"order memory",0.166666666666667
4378948,8,2,1,"variable","cheetahB",3818.2,1,3,"order memory",0.166666666666667
4378948,8,2,2,"variable","chimpB",1730.4,1,3,"order memory",0.166666666666667
4378948,8,2,3,"variable","manateeB",5139.2,0,3,"order memory",0.166666666666667
4378948,8,2,4,"variable","ladybugB",844.9,0,3,"order memory",0.166666666666667
4378948,8,2,5,"variable","eagleB",1133.6,1,3,"order memory",0.166666666666667
4378948,8,2,6,"variable","elephantB",680.8,1,3,"order memory",0.166666666666667
4378948,8,4,1,"predictable","brusselsproutsB",10295.1,1,3,"order memory",0.166666666666667
4378948,8,4,2,"predictable","breadB",3060.8,1,3,"order memory",0.166666666666667
4378948,8,4,3,"predictable","mushroomsB",2714.4,1,3,"order memory",0.166666666666667
4378948,8,4,4,"predictable","soupB",1613.9,1,3,"order memory",0.166666666666667
4378948,8,4,5,"predictable","lemonB",810.4,1,3,"order memory",0.166666666666667
4378948,8,4,6,"predictable","donutB",820.2,1,3,"order memory",0.166666666666667
4378951,1,1,1,"variable","porkA",2551.7,1,3,"order memory",0.166666666666667
4378951,1,1,2,"variable","grapesA",3315.9,1,3,"order memory",0.166666666666667
4378951,1,1,3,"variable","chocolateA",2439,0,3,"order memory",0.166666666666667
4378951,1,1,4,"variable","donutA",1709,0,3,"order memory",0.166666666666667
4378951,1,1,5,"variable","pieA",646,0,3,"order memory",0.166666666666667
4378951,1,1,6,"variable","lemonA",752.2,0,3,"order memory",0.166666666666667
4378951,1,2,1,"predictable","chickenA",4336,1,3,"order memory",0.166666666666667
4378951,1,2,2,"predictable","rabbitA",4151.6,1,3,"order memory",0.166666666666667
4378951,1,2,3,"predictable","tortoiseA",1720.9,1,3,"order memory",0.166666666666667
4378951,1,2,4,"predictable","redpandaA",860.4,0,3,"order memory",0.166666666666667
4378951,1,2,5,"predictable","chimpA",2747.8,0,3,"order memory",0.166666666666667
4378951,1,2,6,"predictable","pangolinA",433.5,1,3,"order memory",0.166666666666667
4378951,2,4,1,"predictable","gorillaA",7879.4,1,3,"order memory",0.166666666666667
4378951,2,4,2,"predictable","batA",3392.9,1,3,"order memory",0.166666666666667
4378951,2,4,3,"predictable","squidA",771.4,0,3,"order memory",0.166666666666667
4378951,2,4,4,"predictable","ladybugA",574.8,0,3,"order memory",0.166666666666667
4378951,2,4,5,"predictable","bettafishA",427.7,0,3,"order memory",0.166666666666667
4378951,2,4,6,"predictable","owlA",347.6,0,3,"order memory",0.166666666666667
4378951,2,3,1,"variable","tomatoA",2750.6,1,3,"order memory",0.166666666666667
4378951,2,3,2,"variable","hummusA",1522.5,1,3,"order memory",0.166666666666667
4378951,2,3,3,"variable","acornsquashA",8816.2,0,3,"order memory",0.166666666666667
4378951,2,3,4,"variable","ramenA",1404.6,0,3,"order memory",0.166666666666667
4378951,2,3,5,"variable","chocolatemilkA",648.3,0,3,"order memory",0.166666666666667
4378951,2,3,6,"variable","acaibowlA",470.7,0,3,"order memory",0.166666666666667
4378951,3,2,1,"predictable","stingrayA",2501.1,1,3,"order memory",0.166666666666667
4378951,3,2,2,"predictable","mooseA",4262.4,0,3,"order memory",0.166666666666667
4378951,3,2,3,"predictable","snailA",3202.9,0,3,"order memory",0.166666666666667
4378951,3,2,4,"predictable","cheetahA",940.1,0,3,"order memory",0.166666666666667
4378951,3,2,5,"predictable","kangarooA",1369.8,0,3,"order memory",0.166666666666667
4378951,3,2,6,"predictable","grasshopperA",701.8,1,3,"order memory",0.166666666666667
4378951,3,4,1,"variable","icecreamsandwichA",2920.9,1,3,"order memory",0.166666666666667
4378951,3,4,2,"variable","muffinA",1013.5,1,3,"order memory",0.166666666666667
4378951,3,4,3,"variable","tacoA",1202.2,1,3,"order memory",0.166666666666667
4378951,3,4,4,"variable","nachosA",2743.7,1,3,"order memory",0.166666666666667
4378951,3,4,5,"variable","saladA",1384.8,1,3,"order memory",0.166666666666667
4378951,3,4,6,"variable","fortunecookieA",578.7,1,3,"order memory",0.166666666666667
4378951,4,3,1,"variable","cherriesA",4356.2,1,3,"order memory",0.166666666666667
4378951,4,3,2,"variable","riceA",1872.3,1,3,"order memory",0.166666666666667
4378951,4,3,3,"variable","honeycombA",1297.8,1,3,"order memory",0.166666666666667
4378951,4,3,4,"variable","lycheeA",1654.9,1,3,"order memory",0.166666666666667
4378951,4,3,5,"variable","pancakesA",2245.3,1,3,"order memory",0.166666666666667
4378951,4,3,6,"variable","raspberriesA",761.8,1,3,"order memory",0.166666666666667
4378951,4,1,1,"predictable","rhinoA",4700,0,3,"order memory",0.166666666666667
4378951,4,1,2,"predictable","walrusA",1110.9,0,3,"order memory",0.166666666666667
4378951,4,1,3,"predictable","goatA",878.5,1,3,"order memory",0.166666666666667
4378951,4,1,4,"predictable","ferretA",746.7,1,3,"order memory",0.166666666666667
4378951,4,1,5,"predictable","gooseA",2136.3,0,3,"order memory",0.166666666666667
4378951,4,1,6,"predictable","hedgehogA",520.9,1,3,"order memory",0.166666666666667
4378951,5,4,1,"variable","bagelA",2683.3,1,3,"order memory",0.166666666666667
4378951,5,4,2,"variable","blackpepperA",1143.9,1,3,"order memory",0.166666666666667
4378951,5,4,3,"variable","sandwichA",1508.3,1,3,"order memory",0.166666666666667
4378951,5,4,4,"variable","guavaA",1075.6,1,3,"order memory",0.166666666666667
4378951,5,4,5,"variable","watermelonA",842,1,3,"order memory",0.166666666666667
4378951,5,4,6,"variable","peanutbutterA",1218.3,1,3,"order memory",0.166666666666667
4378951,5,3,1,"predictable","catA",3651.8,1,3,"order memory",0.166666666666667
4378951,5,3,2,"predictable","pantherA",1157.3,1,3,"order memory",0.166666666666667
4378951,5,3,3,"predictable","hermitcrabA",2489.8,1,3,"order memory",0.166666666666667
4378951,5,3,4,"predictable","butterflyA",1519.6,1,3,"order memory",0.166666666666667
4378951,5,3,5,"predictable","snakeA",1139.4,1,3,"order memory",0.166666666666667
4378951,5,3,6,"predictable","flamingoA",1109.5,1,3,"order memory",0.166666666666667
4378951,6,3,1,"predictable","ratA",4170.4,1,3,"order memory",0.166666666666667
4378951,6,3,2,"predictable","beetleA",1502,1,3,"order memory",0.166666666666667
4378951,6,3,3,"predictable","iguanaA",1758.8,1,3,"order memory",0.166666666666667
4378951,6,3,4,"predictable","bisonA",1715.4,1,3,"order memory",0.166666666666667
4378951,6,3,5,"predictable","horseA",1031.2,1,3,"order memory",0.166666666666667
