"subject","block","event","position","condition","response","rt","accuracy","experiment","test","chance"
3009657,6,4,1,"predictable","cake",2360.16,1,2,"order memory",0.166666666666667
3009657,6,4,2,"predictable","kiwi",1303.43,1,2,"order memory",0.166666666666667
3009657,6,4,3,"predictable","poutine",3145.25,0,2,"order memory",0.166666666666667
3009657,6,4,4,"predictable","caramelapple",3418.54,1,2,"order memory",0.166666666666667
3009657,6,4,5,"predictable","strawberries",746.09,0,2,"order memory",0.166666666666667
3009657,6,4,6,"predictable","mustard",1066.53,0,2,"order memory",0.166666666666667
3009657,7,4,1,"variable","octopus",11165.89,1,2,"order memory",0.166666666666667
3009657,7,4,2,"variable","squirrel",6454.49,0,2,"order memory",0.166666666666667
3009657,7,4,3,"variable","goldenretriever",1311.95,0,2,"order memory",0.166666666666667
3009657,7,4,4,"variable","horse",2911.6,1,2,"order memory",0.166666666666667
3009657,7,4,5,"variable","dolphin",4334.04,0,2,"order memory",0.166666666666667
3009657,7,4,6,"variable","turtle",879.55,0,2,"order memory",0.166666666666667
3009657,7,2,1,"predictable","donut",3179.84,1,2,"order memory",0.166666666666667
3009657,7,2,2,"predictable","cupnoodle",2789.23,1,2,"order memory",0.166666666666667
3009657,7,2,3,"predictable","cupcake",1749.71,1,2,"order memory",0.166666666666667
3009657,7,2,4,"predictable","coconut",1019.8,1,2,"order memory",0.166666666666667
3009657,7,2,5,"predictable","soup",1099.17,0,2,"order memory",0.166666666666667
3009657,7,2,6,"predictable","bakedpotato",874.04,0,2,"order memory",0.166666666666667
3009657,8,4,1,"predictable","cookies",2669.96,1,2,"order memory",0.166666666666667
3009657,8,4,2,"predictable","broccoli",4073.49,1,2,"order memory",0.166666666666667
3009657,8,4,3,"predictable","brusselsprouts",1431.53,1,2,"order memory",0.166666666666667
3009657,8,4,4,"predictable","bread",3259.32,1,2,"order memory",0.166666666666667
3009657,8,4,5,"predictable","bellpeppers",734.27,0,2,"order memory",0.166666666666667
3009657,8,4,6,"predictable","dragonfruit",679.39,0,2,"order memory",0.166666666666667
3009657,8,3,1,"variable","canadiangoose",5813.71,1,2,"order memory",0.166666666666667
3009657,8,3,2,"variable","grasshopper",3739.67,0,2,"order memory",0.166666666666667
3009657,8,3,3,"variable","kangaroo",1195.23,0,2,"order memory",0.166666666666667
3009657,8,3,4,"variable","cow",467.52,0,2,"order memory",0.166666666666667
3009657,8,3,5,"variable","polarbear",1415.22,0,2,"order memory",0.166666666666667
3009657,8,3,6,"variable","koala",686.65,0,2,"order memory",0.166666666666667
3009668,1,1,1,"predictable","caramelapple",3109.89,1,2,"order memory",0.166666666666667
3009668,1,1,2,"predictable","poutine",2557.6,1,2,"order memory",0.166666666666667
3009668,1,1,3,"predictable","mushrooms",1016.25,1,2,"order memory",0.166666666666667
3009668,1,1,4,"predictable","onion",3363.41,1,2,"order memory",0.166666666666667
3009668,1,1,5,"predictable","broccoli",1202.32,1,2,"order memory",0.166666666666667
3009668,1,1,6,"predictable","basil",674.84,1,2,"order memory",0.166666666666667
3009668,1,3,1,"variable","pufferfish",1930.29,1,2,"order memory",0.166666666666667
3009668,1,3,2,"variable","dolphin",3623.2,1,2,"order memory",0.166666666666667
3009668,1,3,3,"variable","stingray",2320.74,1,2,"order memory",0.166666666666667
3009668,1,3,4,"variable","crocodile",828.17,1,2,"order memory",0.166666666666667
3009668,1,3,5,"variable","boar",2169.21,1,2,"order memory",0.166666666666667
3009668,1,3,6,"variable","llama",648.33,1,2,"order memory",0.166666666666667
3009668,2,1,1,"predictable","peanutbutter",2503.02,1,2,"order memory",0.166666666666667
3009668,2,1,2,"predictable","acaibowl",3614.47,1,2,"order memory",0.166666666666667
3009668,2,1,3,"predictable","clams",1258.35,1,2,"order memory",0.166666666666667
3009668,2,1,4,"predictable","gummybears",1079.33,1,2,"order memory",0.166666666666667
3009668,2,1,5,"predictable","dragonfruit",615.95,1,2,"order memory",0.166666666666667
3009668,2,1,6,"predictable","cupnoodle",1422.88,1,2,"order memory",0.166666666666667
3009668,2,2,1,"variable","bettafish",2877.82,1,2,"order memory",0.166666666666667
3009668,2,2,2,"variable","chameleon",1839,1,2,"order memory",0.166666666666667
3009668,2,2,3,"variable","octopus",825.53,1,2,"order memory",0.166666666666667
3009668,2,2,4,"variable","ladybug",2556.37,1,2,"order memory",0.166666666666667
3009668,2,2,5,"variable","gorilla",540.22,1,2,"order memory",0.166666666666667
3009668,2,2,6,"variable","killerwhale",641.06,1,2,"order memory",0.166666666666667
3009668,3,1,1,"variable","zebra",5314.45,1,2,"order memory",0.166666666666667
3009668,3,1,2,"variable","turtle",2203.89,1,2,"order memory",0.166666666666667
3009668,3,1,3,"variable","chicken",1102.35,1,2,"order memory",0.166666666666667
3009668,3,1,4,"variable","redpanda",4144.74,0,2,"order memory",0.166666666666667
3009668,3,1,5,"variable","sheep",2404.58,1,2,"order memory",0.166666666666667
3009668,3,1,6,"variable","lemur",641.35,0,2,"order memory",0.166666666666667
3009668,3,2,1,"predictable","orange",2622.42,1,2,"order memory",0.166666666666667
3009668,3,2,2,"predictable","lychee",3141.81,1,2,"order memory",0.166666666666667
3009668,3,2,3,"predictable","popcorn",611.48,1,2,"order memory",0.166666666666667
3009668,3,2,4,"predictable","kiwi",3946.47,0,2,"order memory",0.166666666666667
3009668,3,2,5,"predictable","strawberries",431.34,1,2,"order memory",0.166666666666667
3009668,3,2,6,"predictable","cookedchicken",606,0,2,"order memory",0.166666666666667
3009668,4,3,1,"predictable","cheese",4004.91,1,2,"order memory",0.166666666666667
3009668,4,3,2,"predictable","taco",1368.95,1,2,"order memory",0.166666666666667
3009668,4,3,3,"predictable","walnuts",902.08,1,2,"order memory",0.166666666666667
3009668,4,3,4,"predictable","cereal",2007.47,0,2,"order memory",0.166666666666667
3009668,4,3,5,"predictable","burrito",521.56,0,2,"order memory",0.166666666666667
3009668,4,3,6,"predictable","pizza",641.78,1,2,"order memory",0.166666666666667
3009668,4,1,1,"variable","bear",3141.74,1,2,"order memory",0.166666666666667
3009668,4,1,2,"variable","hedgehog",2702.13,1,2,"order memory",0.166666666666667
3009668,4,1,3,"variable","cat",2553.03,1,2,"order memory",0.166666666666667
3009668,4,1,4,"variable","moose",2968.25,0,2,"order memory",0.166666666666667
3009668,4,1,5,"variable","snake",1797.2,0,2,"order memory",0.166666666666667
3009668,4,1,6,"variable","armadillo",786.14,0,2,"order memory",0.166666666666667
3009668,5,2,1,"predictable","dumplings",3357.6,1,2,"order memory",0.166666666666667
3009668,5,2,2,"predictable","coconut",1990.28,1,2,"order memory",0.166666666666667
3009668,5,2,3,"predictable","rice",2489.07,0,2,"order memory",0.166666666666667
3009668,5,2,4,"predictable","apple",1701.33,0,2,"order memory",0.166666666666667
3009668,5,2,5,"predictable","chocolatemilk",1148.4,1,2,"order memory",0.166666666666667
3009668,5,2,6,"predictable","pancakes",586.97,1,2,"order memory",0.166666666666667
3009668,5,4,1,"variable","hermitcrab",6415.36,1,2,"order memory",0.166666666666667
3009668,5,4,2,"variable","bloodhound",4160.64,1,2,"order memory",0.166666666666667
3009668,5,4,3,"variable","cuttlefish",2998.83,1,2,"order memory",0.166666666666667
3009668,5,4,4,"variable","cow",1610.85,1,2,"order memory",0.166666666666667
3009668,5,4,5,"variable","crow",877.24,1,2,"order memory",0.166666666666667
3009668,5,4,6,"variable","rhino",434.31,1,2,"order memory",0.166666666666667
3009668,6,4,1,"predictable","cake",2920.6,1,2,"order memory",0.166666666666667
3009668,6,4,2,"predictable","muffin",1777.35,1,2,"order memory",0.166666666666667
3009668,6,4,3,"predictable","pretzel",1768.28,1,2,"order memory",0.166666666666667
3009668,6,4,4,"predictable","edamame",2521.25,1,2,"order memory",0.166666666666667
3009668,6,4,5,"predictable","salad",791.38,1,2,"order memory",0.166666666666667
3009668,6,4,6,"predictable","hummus",626.3,1,2,"order memory",0.166666666666667
3009668,6,3,1,"variable","ostrich",3670.34,1,2,"order memory",0.166666666666667
3009668,6,3,2,"variable","goose",4481.35,1,2,"order memory",0.166666666666667
3009668,6,3,3,"variable","emu",1316.07,1,2,"order memory",0.166666666666667
3009668,6,3,4,"variable","walrus",3875.28,1,2,"order memory",0.166666666666667
3009668,6,3,5,"variable","platypus",493.64,0,2,"order memory",0.166666666666667
3009668,6,3,6,"variable","tiger",726.99,0,2,"order memory",0.166666666666667
3009668,7,3,1,"predictable","bakedpotato",4405.61,1,2,"order memory",0.166666666666667
3009668,7,3,2,"predictable","cinnamon",1268.21,1,2,"order memory",0.166666666666667
3009668,7,3,3,"predictable","chocolate",1928.6,1,2,"order memory",0.166666666666667
3009668,7,3,4,"predictable","artichoke",2951.85,1,2,"order memory",0.166666666666667
3009668,7,3,5,"predictable","cherries",1406.7,1,2,"order memory",0.166666666666667
3009668,7,3,6,"predictable","pork",446.55,1,2,"order memory",0.166666666666667
3009668,7,4,1,"variable","koala",4808.9,1,2,"order memory",0.166666666666667
3009668,7,4,2,"variable","grasshopper",2323.39,1,2,"order memory",0.166666666666667
3009668,7,4,3,"variable","kangaroo",1732.52,1,2,"order memory",0.166666666666667
3009668,7,4,4,"variable","surgeonfish",1900.65,1,2,"order memory",0.166666666666667
3009668,7,4,5,"variable","tortoise",3314.8,1,2,"order memory",0.166666666666667
3009668,7,4,6,"variable","butterfly",1303.12,1,2,"order memory",0.166666666666667
3009668,8,4,1,"predictable","celery",2769.86,1,2,"order memory",0.166666666666667
3009668,8,4,2,"predictable","pie",2484.83,1,2,"order memory",0.166666666666667
3009668,8,4,3,"predictable","cupcake",1505.44,1,2,"order memory",0.166666666666667
3009668,8,4,4,"predictable","starfruit",2423.87,0,2,"order memory",0.166666666666667
3009668,8,4,5,"predictable","hotdog",2072.15,0,2,"order memory",0.166666666666667
3009668,8,4,6,"predictable","raspberries",651.6,1,2,"order memory",0.166666666666667
3009668,8,2,1,"variable","toucan",4071.93,1,2,"order memory",0.166666666666667
3009668,8,2,2,"variable","pangolin",5494.21,1,2,"order memory",0.166666666666667
3009668,8,2,3,"variable","chimp",2329.5,1,2,"order memory",0.166666666666667
3009668,8,2,4,"variable","goat",1891.7,1,2,"order memory",0.166666666666667
3009668,8,2,5,"variable","penguin",3648.34,1,2,"order memory",0.166666666666667
3009668,8,2,6,"variable","goldenretriever",590.49,1,2,"order memory",0.166666666666667
3009669,1,3,1,"predictable","rice",7308.2,1,2,"order memory",0.166666666666667
3009669,1,3,2,"predictable","coconut",7381.8,1,2,"order memory",0.166666666666667
3009669,1,3,3,"predictable","granola",4055.08,1,2,"order memory",0.166666666666667
3009669,1,3,4,"predictable","burrito",3338.35,1,2,"order memory",0.166666666666667
3009669,1,3,5,"predictable","pancakes",3919.18,1,2,"order memory",0.166666666666667
3009669,1,3,6,"predictable","cupnoodle",742.58,1,2,"order memory",0.166666666666667
3009669,1,4,1,"variable","snail",3165.13,1,2,"order memory",0.166666666666667
3009669,1,4,2,"variable","hummingbird",2577.71,1,2,"order memory",0.166666666666667
3009669,1,4,3,"variable","panda",2940.64,1,2,"order memory",0.166666666666667
3009669,1,4,4,"variable","stingray",2566.43,1,2,"order memory",0.166666666666667
3009669,1,4,5,"variable","sheep",811.67,1,2,"order memory",0.166666666666667
3009669,1,4,6,"variable","crab",1622.14,1,2,"order memory",0.166666666666667
3009669,2,1,1,"variable","killerwhale",5757.35,1,2,"order memory",0.166666666666667
3009669,2,1,2,"variable","bison",2222.78,1,2,"order memory",0.166666666666667
3009669,2,1,3,"variable","walrus",2509.06,1,2,"order memory",0.166666666666667
3009669,2,1,4,"variable","ostrich",5430.92,0,2,"order memory",0.166666666666667
3009669,2,1,5,"variable","hedgehog",2438.77,1,2,"order memory",0.166666666666667
3009669,2,1,6,"variable","horse",1224,0,2,"order memory",0.166666666666667
3009669,2,2,1,"predictable","peanutbutter",4465.17,1,2,"order memory",0.166666666666667
3009669,2,2,2,"predictable","coffee",5243.95,0,2,"order memory",0.166666666666667
3009669,2,2,3,"predictable","kiwi",8184.88,1,2,"order memory",0.166666666666667
3009669,2,2,4,"predictable","tomato",5760.73,0,2,"order memory",0.166666666666667
3009669,2,2,5,"predictable","basil",3627.64,1,2,"order memory",0.166666666666667
3009669,2,2,6,"predictable","fortunecookie",3535.28,1,2,"order memory",0.166666666666667
3009669,3,3,1,"variable","dolphin",4547.07,1,2,"order memory",0.166666666666667
3009669,3,3,2,"variable","camel",1335.11,1,2,"order memory",0.166666666666667
3009669,3,3,3,"variable","ladybug",3641,1,2,"order memory",0.166666666666667
3009669,3,3,4,"variable","lemur",1484.71,1,2,"order memory",0.166666666666667
3009669,3,3,5,"variable","koala",1083.1,1,2,"order memory",0.166666666666667
3009669,3,3,6,"variable","flamingo",898.96,1,2,"order memory",0.166666666666667
3009669,3,1,1,"predictable","mustard",4135.49,1,2,"order memory",0.166666666666667
3009669,3,1,2,"predictable","acaibowl",3253.65,1,2,"order memory",0.166666666666667
3009669,3,1,3,"predictable","clams",2871.47,1,2,"order memory",0.166666666666667
3009669,3,1,4,"predictable","soup",5253.86,0,2,"order memory",0.166666666666667
3009669,3,1,5,"predictable","egg",3159.85,0,2,"order memory",0.166666666666667
3009669,3,1,6,"predictable","muffin",1103.35,1,2,"order memory",0.166666666666667
3009669,4,1,1,"predictable","popcornshrimp",5398.43,1,2,"order memory",0.166666666666667
3009669,4,1,2,"predictable","cheese",3447.4,1,2,"order memory",0.166666666666667
3009669,4,1,3,"predictable","walnuts",5082.01,1,2,"order memory",0.166666666666667
3009669,4,1,4,"predictable","donut",6034.81,1,2,"order memory",0.166666666666667
3009669,4,1,5,"predictable","waffle",2398.22,1,2,"order memory",0.166666666666667
3009669,4,1,6,"predictable","lychee",3481.08,1,2,"order memory",0.166666666666667
3009669,4,2,1,"variable","vulture",1475.53,1,2,"order memory",0.166666666666667
3009669,4,2,2,"variable","armadillo",4465.49,1,2,"order memory",0.166666666666667
3009669,4,2,3,"variable","caterpillar",2733.33,1,2,"order memory",0.166666666666667
3009669,4,2,4,"variable","butterfly",959.73,1,2,"order memory",0.166666666666667
3009669,4,2,5,"variable","octopus",882.43,1,2,"order memory",0.166666666666667
3009669,4,2,6,"variable","iguana",5284.57,1,2,"order memory",0.166666666666667
3009669,5,1,1,"variable","bat",4621.36,1,2,"order memory",0.166666666666667
3009669,5,1,2,"variable","cheetah",2476.26,1,2,"order memory",0.166666666666667
3009669,5,1,3,"variable","chameleon",8752.43,1,2,"order memory",0.166666666666667
3009669,5,1,4,"variable","frog",4991.03,1,2,"order memory",0.166666666666667
3009669,5,1,5,"variable","parrot",1993.18,1,2,"order memory",0.166666666666667
3009669,5,1,6,"variable","pug",1425.14,1,2,"order memory",0.166666666666667
3009669,5,3,1,"predictable","strawberries",6915.97,1,2,"order memory",0.166666666666667
3009669,5,3,2,"predictable","brusselsprouts",3766.54,1,2,"order memory",0.166666666666667
3009669,5,3,3,"predictable","celery",7699.2,0,2,"order memory",0.166666666666667
3009669,5,3,4,"predictable","lemon",4040.19,0,2,"order memory",0.166666666666667
3009669,5,3,5,"predictable","acornsquash",1395.73,0,2,"order memory",0.166666666666667
3009669,5,3,6,"predictable","seaweed",1203.48,1,2,"order memory",0.166666666666667
3009669,6,3,1,"variable","bettafish",3536.27,1,2,"order memory",0.166666666666667
3009669,6,3,2,"variable","surgeonfish",1450.08,1,2,"order memory",0.166666666666667
3009669,6,3,3,"variable","owl",1571.6,1,2,"order memory",0.166666666666667
3009669,6,3,4,"variable","lion",1048.6,1,2,"order memory",0.166666666666667
3009669,6,3,5,"variable","panther",471.05,1,2,"order memory",0.166666666666667
3009669,6,3,6,"variable","gorilla",1117.47,1,2,"order memory",0.166666666666667
3009669,6,4,1,"predictable","onion",4753.35,1,2,"order memory",0.166666666666667
3009669,6,4,2,"predictable","bread",2206.98,1,2,"order memory",0.166666666666667
3009669,6,4,3,"predictable","blackpepper",2728.91,1,2,"order memory",0.166666666666667
3009669,6,4,4,"predictable","bacon",1961.62,0,2,"order memory",0.166666666666667
3009669,6,4,5,"predictable","cake",2234.06,0,2,"order memory",0.166666666666667
3009669,6,4,6,"predictable","caramelapple",644.89,1,2,"order memory",0.166666666666667
3009669,7,2,1,"predictable","pomegranate",5399.46,1,2,"order memory",0.166666666666667
3009669,7,2,2,"predictable","salad",8454.02,0,2,"order memory",0.166666666666667
3009669,7,2,3,"predictable","poutine",3646.71,1,2,"order memory",0.166666666666667
3009669,7,2,4,"predictable","pork",5208.86,0,2,"order memory",0.166666666666667
3009669,7,2,5,"predictable","salad",1610.68,0,2,"order memory",0.166666666666667
3009669,7,2,6,"predictable","beet",2417.16,1,2,"order memory",0.166666666666667
3009669,7,4,1,"variable","mantis",7352.9,1,2,"order memory",0.166666666666667
3009669,7,4,2,"variable","tiger",3863.1,1,2,"order memory",0.166666666666667
3009669,7,4,3,"variable","mantis",4313.2,0,2,"order memory",0.166666666666667
3009669,7,4,4,"variable","donkey",2857.88,0,2,"order memory",0.166666666666667
3009669,7,4,5,"variable","goldenretriever",2404.58,0,2,"order memory",0.166666666666667
3009669,7,4,6,"variable","grasshopper",582.74,1,2,"order memory",0.166666666666667
3009669,8,2,1,"variable","eagle",4557.48,1,2,"order memory",0.166666666666667
3009669,8,2,2,"variable","bear",5337.46,1,2,"order memory",0.166666666666667
3009669,8,2,3,"variable","badger",1836.71,0,2,"order memory",0.166666666666667
3009669,8,2,4,"variable","pangolin",2836.52,0,2,"order memory",0.166666666666667
3009669,8,2,5,"variable","platypus",3797.79,0,2,"order memory",0.166666666666667
3009669,8,2,6,"variable","emu",1376.47,1,2,"order memory",0.166666666666667
3009669,8,4,1,"predictable","pretzel",4990.91,1,2,"order memory",0.166666666666667
3009669,8,4,2,"predictable","cookedchicken",3891.88,1,2,"order memory",0.166666666666667
3009669,8,4,3,"predictable","milk",1777.39,1,2,"order memory",0.166666666666667
3009669,8,4,4,"predictable","burger",3667.26,1,2,"order memory",0.166666666666667
3009669,8,4,5,"predictable","asparagus",2371.06,1,2,"order memory",0.166666666666667
3009669,8,4,6,"predictable","grapes",5898.04,1,2,"order memory",0.166666666666667
3009687,1,4,1,"predictable","hummingbird",2466.05,1,2,"order memory",0.166666666666667
3009687,1,4,2,"predictable","whale",2448.34,0,2,"order memory",0.166666666666667
3009687,1,4,3,"predictable","hippo",965.9,0,2,"order memory",0.166666666666667
3009687,1,4,4,"predictable","goose",931.1,1,2,"order memory",0.166666666666667
3009687,1,4,5,"predictable","fox",675.14,0,2,"order memory",0.166666666666667
3009687,1,4,6,"predictable","shark",742.31,1,2,"order memory",0.166666666666667
3009687,1,3,1,"variable","fortunecookie",2126.88,1,2,"order memory",0.166666666666667
3009687,1,3,2,"variable","pineapple",3207.79,1,2,"order memory",0.166666666666667
3009687,1,3,3,"variable","pancakes",2179.82,0,2,"order memory",0.166666666666667
3009687,1,3,4,"variable","guava",5488.03,0,2,"order memory",0.166666666666667
3009687,2,3,1,"variable","cinnamon",5158.84,0,2,"order memory",0.166666666666667
3009687,2,3,2,"variable","avocado",3058.36,0,2,"order memory",0.166666666666667
3009687,2,3,3,"variable","orange",1985.11,0,2,"order memory",0.166666666666667
3009687,2,3,4,"variable","grapes",1346.37,0,2,"order memory",0.166666666666667
3009687,2,3,5,"variable","coconut",1156.76,0,2,"order memory",0.166666666666667
3009687,2,3,6,"variable","caramelapple",1067.37,1,2,"order memory",0.166666666666667
3009687,2,1,1,"predictable","cat",3414.01,1,2,"order memory",0.166666666666667
3009687,2,1,2,"predictable","grasshopper",1356.15,1,2,"order memory",0.166666666666667
3009687,2,1,3,"predictable","wolf",1980.5,1,2,"order memory",0.166666666666667
3009687,2,1,4,"predictable","ferret",1057.87,1,2,"order memory",0.166666666666667
3009687,2,1,5,"predictable","goldenretriever",1189.5,1,2,"order memory",0.166666666666667
3009687,2,1,6,"predictable","elephant",828.42,1,2,"order memory",0.166666666666667
3009687,3,2,1,"variable","cake",2596.6,1,2,"order memory",0.166666666666667
3009687,3,2,2,"variable","potatochips",2153.09,1,2,"order memory",0.166666666666667
3009687,3,2,3,"variable","croissant",1392.26,0,2,"order memory",0.166666666666667
3009687,3,2,4,"variable","croissant",1799.21,0,2,"order memory",0.166666666666667
3009687,3,2,5,"variable","nachos",2600.01,0,2,"order memory",0.166666666666667
3009687,3,2,6,"variable","donut",950.65,1,2,"order memory",0.166666666666667
3009687,3,4,1,"predictable","bear",4370.42,1,2,"order memory",0.166666666666667
3009687,3,4,2,"predictable","beetle",2943.85,1,2,"order memory",0.166666666666667
3009687,3,4,3,"predictable","iguana",3533.82,0,2,"order memory",0.166666666666667
3009687,3,4,4,"predictable","rhino",2994.45,1,2,"order memory",0.166666666666667
3009687,3,4,5,"predictable","horse",909.02,0,2,"order memory",0.166666666666667
3009687,3,4,6,"predictable","emu",768.86,0,2,"order memory",0.166666666666667
3009687,4,2,1,"predictable","goat",4847.56,1,2,"order memory",0.166666666666667
3009687,4,2,2,"predictable","badger",1889.06,1,2,"order memory",0.166666666666667
3009687,4,2,3,"predictable","frog",2899.04,0,2,"order memory",0.166666666666667
3009687,4,2,4,"predictable","llama",2943.71,0,2,"order memory",0.166666666666667
3009687,4,2,5,"predictable","pug",1436.62,0,2,"order memory",0.166666666666667
3009687,4,2,6,"predictable","chimp",1281.58,0,2,"order memory",0.166666666666667
3009687,4,4,1,"variable","poutine",3797.63,1,2,"order memory",0.166666666666667
3009687,4,4,2,"variable","cereal",1776.26,1,2,"order memory",0.166666666666667
3009687,4,4,3,"variable","beet",1966.97,1,2,"order memory",0.166666666666667
3009687,4,4,4,"variable","strawberries",2131.07,1,2,"order memory",0.166666666666667
3009687,4,4,5,"variable","starfruit",929.05,0,2,"order memory",0.166666666666667
3009687,4,4,6,"variable","ramen",1002.29,0,2,"order memory",0.166666666666667
3009687,5,3,1,"predictable","butterfly",4169.88,1,2,"order memory",0.166666666666667
3009687,5,3,2,"predictable","chicken",1699.48,1,2,"order memory",0.166666666666667
3009687,5,3,3,"predictable","chameleon",2741.55,1,2,"order memory",0.166666666666667
3009687,5,3,4,"predictable","hedgehog",1065.24,1,2,"order memory",0.166666666666667
3009687,5,3,5,"predictable","rat",1311.2,1,2,"order memory",0.166666666666667
3009687,5,3,6,"predictable","crocodile",923.99,1,2,"order memory",0.166666666666667
3009687,5,1,1,"variable","smores",2854.66,1,2,"order memory",0.166666666666667
3009687,5,1,2,"variable","raspberries",3392.67,1,2,"order memory",0.166666666666667
3009687,5,1,3,"variable","peanutbutter",1410.14,0,2,"order memory",0.166666666666667
3009687,5,1,4,"variable","pomegranate",1172.02,0,2,"order memory",0.166666666666667
3009687,5,1,5,"variable","carrots",662.18,0,2,"order memory",0.166666666666667
3009687,5,1,6,"variable","muffin",1077.55,1,2,"order memory",0.166666666666667
3009687,6,3,1,"predictable","killerwhale",4628.93,0,2,"order memory",0.166666666666667
3009687,6,3,2,"predictable","squirrel",2273.31,1,2,"order memory",0.166666666666667
3009687,6,3,3,"predictable","cardinal",1999.65,1,2,"order memory",0.166666666666667
3009687,6,3,4,"predictable","penguin",1084.17,0,2,"order memory",0.166666666666667
3009687,6,3,5,"predictable","squid",945.42,1,2,"order memory",0.166666666666667
3009687,6,3,6,"predictable","octopus",593.16,1,2,"order memory",0.166666666666667
3009687,6,4,1,"variable","peaches",5137.59,1,2,"order memory",0.166666666666667
3009687,6,4,2,"variable","brusselsprouts",2052.23,1,2,"order memory",0.166666666666667
3009687,6,4,3,"variable","watermelon",1629.88,1,2,"order memory",0.166666666666667
3009687,6,4,4,"variable","mustard",1857.67,0,2,"order memory",0.166666666666667
3009687,6,4,5,"variable","hummus",835.1,0,2,"order memory",0.166666666666667
3009687,6,4,6,"variable","milk",770.2,1,2,"order memory",0.166666666666667
3009687,7,1,1,"predictable","cuttlefish",3671.58,1,2,"order memory",0.166666666666667
3009687,7,1,2,"predictable","deer",2702.8,0,2,"order memory",0.166666666666667
3009687,7,1,3,"predictable","hammerheadshark",1090.43,0,2,"order memory",0.166666666666667
3009687,7,1,4,"predictable","pig",1807.43,0,2,"order memory",0.166666666666667
3009687,7,1,5,"predictable","ladybug",2611.92,0,2,"order memory",0.166666666666667
3009687,7,1,6,"predictable","dragonfly",1275.78,0,2,"order memory",0.166666666666667
3009687,7,2,1,"variable","jalapeno",3493.14,1,2,"order memory",0.166666666666667
3009687,7,2,2,"variable","cabbage",1343.4,1,2,"order memory",0.166666666666667
3009687,7,2,3,"variable","artichoke",2829.36,0,2,"order memory",0.166666666666667
3009687,7,2,4,"variable","onion",1700.67,0,2,"order memory",0.166666666666667
3009687,7,2,5,"variable","walnuts",640.68,1,2,"order memory",0.166666666666667
3009687,7,2,6,"variable","dragonfruit",806.71,1,2,"order memory",0.166666666666667
3009687,8,1,1,"variable","oliveoil",2771.23,1,2,"order memory",0.166666666666667
3009687,8,1,2,"variable","icecreamsandwich",1269.27,1,2,"order memory",0.166666666666667
3009687,8,1,3,"variable","pizza",2671.59,0,2,"order memory",0.166666666666667
3009687,8,1,4,"variable","cheese",1645.02,0,2,"order memory",0.166666666666667
3009687,8,1,5,"variable","apple",507.18,1,2,"order memory",0.166666666666667
3009687,8,1,6,"variable","blackpepper",626.06,1,2,"order memory",0.166666666666667
3009687,8,2,1,"predictable","snail",2795.69,1,2,"order memory",0.166666666666667
3009687,8,2,2,"predictable","panther",1311.49,1,2,"order memory",0.166666666666667
3009687,8,2,3,"predictable","toad",1579.92,1,2,"order memory",0.166666666666667
3009687,8,2,4,"predictable","giraffe",2199.82,1,2,"order memory",0.166666666666667
3009687,8,2,5,"predictable","cow",2955.54,0,2,"order memory",0.166666666666667
3009687,8,2,6,"predictable","cheetah",803.54,0,2,"order memory",0.166666666666667
3009698,1,4,1,"variable","bear",5896.6,1,2,"order memory",0.166666666666667
3009698,1,4,2,"variable","lion",4222.7,1,2,"order memory",0.166666666666667
3009698,1,4,3,"variable","elephant",3897.16,0,2,"order memory",0.166666666666667
3009698,1,4,4,"variable","crocodile",799.8,1,2,"order memory",0.166666666666667
3009698,1,4,5,"variable","deer",902.76,0,2,"order memory",0.166666666666667
3009698,1,4,6,"variable","boar",998.82,0,2,"order memory",0.166666666666667
3009698,1,2,1,"predictable","donut",3979.09,1,2,"order memory",0.166666666666667
3009698,1,2,2,"predictable","cake",4526.26,1,2,"order memory",0.166666666666667
3009698,1,2,3,"predictable","starfruit",1522.58,1,2,"order memory",0.166666666666667
3009698,1,2,4,"predictable","poutine",979.4,1,2,"order memory",0.166666666666667
3009698,1,2,5,"predictable","cherries",882.22,1,2,"order memory",0.166666666666667
3009698,1,2,6,"predictable","caramelapple",784.2,1,2,"order memory",0.166666666666667
3009698,2,4,1,"variable","panda",6548.35,0,2,"order memory",0.166666666666667
3009698,2,4,2,"variable","cat",1130.96,1,2,"order memory",0.166666666666667
3009698,2,4,3,"variable","seahorse",8121.35,0,2,"order memory",0.166666666666667
3009698,2,4,4,"variable","chicken",1076.26,0,2,"order memory",0.166666666666667
3009698,2,4,5,"variable","snake",568.1,0,2,"order memory",0.166666666666667
3009698,2,4,6,"variable","horse",678.89,0,2,"order memory",0.166666666666667
3009698,2,3,1,"predictable","orange",2547.69,1,2,"order memory",0.166666666666667
3009698,2,3,2,"predictable","burrito",2335.74,1,2,"order memory",0.166666666666667
3009698,2,3,3,"predictable","garlic",4564.18,1,2,"order memory",0.166666666666667
3009698,2,3,4,"predictable","grapes",8128.48,0,2,"order memory",0.166666666666667
3009698,2,3,5,"predictable","clams",1713.83,0,2,"order memory",0.166666666666667
3009698,2,3,6,"predictable","waffle",669.27,0,2,"order memory",0.166666666666667
3009698,3,1,1,"variable","dolphin",3244.79,1,2,"order memory",0.166666666666667
3009698,3,1,2,"variable","pangolin",7419.34,1,2,"order memory",0.166666666666667
3009698,3,1,3,"variable","manatee",1364.68,1,2,"order memory",0.166666666666667
